-1.0,-1.0,1.2849286346338704,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
-1.0,-1.0,1.1479892853889833,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
-1.0,-1.0,1.048963173914925,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
1.058897304206085,-1.0,1.058897304206085,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
1.1247506548172426,-1.0,1.1247506548172426,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
1.2278146315041176,-1.0,1.2278146315041176,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
1.2171580301046567,-1.0,1.2171580301046567,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
1.2076418749466338,-1.0,1.0704710674454343,-1.0,1.3448126824478333,-1.0,-1.0,-1.0,-1.0,-1.0,
1.0492013990605333,-1.0,1.0287720371797031,-1.0,1.0696307609413636,-1.0,-1.0,-1.0,-1.0,-1.0,
1.0337910670384864,-1.0,1.0381928633323552,-1.0,1.0293892707446177,-1.0,-1.0,-1.0,-1.0,-1.0,
1.049403171121985,-1.0,1.0109554753225376,-1.0,1.0878508669214322,-1.0,-1.0,-1.0,-1.0,-1.0,
1.146977563090701,-1.0,1.084771451421698,-1.0,1.2091836747597042,-1.0,-1.0,-1.0,-1.0,-1.0,
1.3612996813681664,-1.0,1.37333506061013,-1.0,1.3492643021262027,-1.0,-1.0,-1.0,-1.0,-1.0,
1.188155044878321,-1.0,1.1531148316814976,-1.0,1.2231952580751442,-1.0,-1.0,-1.0,-1.0,-1.0,
1.0629050066632932,-1.0,0.95750639575487,-1.0,1.1683036175717165,-1.0,-1.0,-1.0,-1.0,-1.0,
1.1151956848388045,-1.0,1.0268647042094463,-1.0,1.2035266654681627,-1.0,-1.0,-1.0,-1.0,-1.0,
1.209105317402873,-1.0,1.1121972415317727,-1.0,1.3060133932739733,-1.0,-1.0,-1.0,-1.0,-1.0,
1.3676146053102896,-1.0,1.2967149930739936,-1.0,1.4385142175465855,-1.0,-1.0,-1.0,-1.0,-1.0,
1.247804532807997,-1.0,1.20912538778045,-1.0,1.286483677835544,-1.0,-1.0,-1.0,-1.0,-1.0,
1.1257805074701062,-1.0,1.1089297990403078,-1.0,1.1426312158999046,-1.0,-1.0,-1.0,-1.0,-1.0,
1.0202733552145178,-1.0,1.0513952023346758,-1.0,0.9891515080943598,-1.0,-1.0,-1.0,-1.0,-1.0,
0.9828900960872071,-1.0,1.0217541575668745,-1.0,0.9440260346075398,-1.0,-1.0,-1.0,-1.0,-1.0,
1.0582746891636028,-1.0,1.102658922871454,-1.0,1.0138904554557515,-1.0,-1.0,-1.0,-1.0,-1.0,
1.2723500157959078,-1.0,1.2723500157959078,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
